timestamp,worker,reqid,qname,qtype,respid,rcode,respflags,err,duration
2025/05/21 01:14:16,0,31586,google.com.,A,31586,NOERROR,qr rd ra,<nil>,157.293212ms
2025/05/21 01:14:16,0,36183,googleusercontent.com.,A,36183,NOERROR,qr rd ra,<nil>,87.019444ms
2025/05/21 01:14:16,0,25982,facebook.com.,A,25982,NOERROR,qr rd ra,<nil>,13.749064ms
2025/05/21 01:14:16,0,30829,instagram.com.,A,30829,NOERROR,qr rd ra,<nil>,16.411178ms
2025/05/21 01:14:16,0,64531,wikipedia.org.,A,64531,NOERROR,qr rd ra,<nil>,104.524729ms
2025/05/21 01:14:16,0,64619,x.com.,A,64619,NOERROR,qr rd ra,<nil>,37.283361ms
2025/05/21 01:14:16,0,29941,amazon.com.,A,29941,NOERROR,qr rd ra,<nil>,103.712074ms
2025/05/21 01:14:16,0,22582,tiktok.com.,A,22582,NOERROR,qr rd ra,<nil>,22.90271ms
2025/05/21 01:14:16,0,23916,whatsapp.com.,A,23916,NOERROR,qr rd ra,<nil>,90.384035ms
2025/05/21 01:14:16,0,27445,yahoo.com.,A,27445,NOERROR,qr rd ra,<nil>,93.893485ms
2025/05/21 01:14:16,0,50502,google.com.,A,50502,NOERROR,qr rd ra,<nil>,17.408242ms
2025/05/21 01:14:16,0,23561,googleusercontent.com.,A,23561,NOERROR,qr rd ra,<nil>,77.944899ms
2025/05/21 01:14:16,0,57708,facebook.com.,A,57708,NOERROR,qr rd ra,<nil>,5.741747ms
2025/05/21 01:14:16,0,46946,instagram.com.,A,46946,NOERROR,qr rd ra,<nil>,5.912466ms
2025/05/21 01:14:16,0,38389,wikipedia.org.,A,38389,NOERROR,qr rd ra,<nil>,81.943736ms
2025/05/21 01:14:16,0,45199,x.com.,A,45199,NOERROR,qr rd ra,<nil>,6.930549ms
2025/05/21 01:14:16,0,59264,amazon.com.,A,59264,NOERROR,qr rd ra,<nil>,79.162913ms
2025/05/21 01:14:16,0,21369,tiktok.com.,A,21369,NOERROR,qr rd ra,<nil>,5.135706ms
2025/05/21 01:14:17,0,51940,whatsapp.com.,A,51940,NOERROR,qr rd ra,<nil>,89.002906ms
2025/05/21 01:14:17,0,20431,yahoo.com.,A,20431,NOERROR,qr rd ra,<nil>,106.594144ms
2025/05/21 01:14:17,0,9903,google.com.,A,9903,NOERROR,qr rd ra,<nil>,34.568539ms
2025/05/21 01:14:17,0,34694,googleusercontent.com.,A,34694,NOERROR,qr rd ra,<nil>,105.85963ms
2025/05/21 01:14:17,0,52413,facebook.com.,A,52413,NOERROR,qr rd ra,<nil>,26.012583ms
2025/05/21 01:14:17,0,18866,instagram.com.,A,18866,NOERROR,qr rd ra,<nil>,23.819553ms
2025/05/21 01:14:17,0,40795,wikipedia.org.,A,40795,NOERROR,qr rd ra,<nil>,100.613867ms
2025/05/21 01:14:17,0,2433,x.com.,A,2433,NOERROR,qr rd ra,<nil>,21.158338ms
2025/05/21 01:14:17,0,45996,amazon.com.,A,45996,NOERROR,qr rd ra,<nil>,92.819379ms
2025/05/21 01:14:17,0,24215,tiktok.com.,A,24215,NOERROR,qr rd ra,<nil>,19.224048ms
2025/05/21 01:14:17,0,38843,whatsapp.com.,A,38843,NOERROR,qr rd ra,<nil>,110.229229ms
2025/05/21 01:14:17,0,63050,yahoo.com.,A,63050,NOERROR,qr rd ra,<nil>,111.538994ms
2025/05/21 01:14:17,0,22012,google.com.,A,22012,NOERROR,qr rd ra,<nil>,37.926264ms
2025/05/21 01:14:17,0,28538,googleusercontent.com.,A,28538,NOERROR,qr rd ra,<nil>,108.263026ms
2025/05/21 01:14:22,0,30687,instagram.com.,A,30687,NOERROR,qr rd ra,<nil>,32.997424ms
2025/05/21 01:14:23,0,44735,wikipedia.org.,A,44735,NOERROR,qr rd ra,<nil>,100.78043ms
2025/05/21 01:14:23,0,32387,x.com.,A,32387,NOERROR,qr rd ra,<nil>,16.10842ms
2025/05/21 01:14:23,0,57550,amazon.com.,A,57550,NOERROR,qr rd ra,<nil>,118.412375ms
2025/05/21 01:14:23,0,46776,tiktok.com.,A,46776,NOERROR,qr rd ra,<nil>,19.912652ms
2025/05/21 01:14:23,0,37617,whatsapp.com.,A,37617,NOERROR,qr rd ra,<nil>,117.793826ms
2025/05/21 01:14:23,0,8172,yahoo.com.,A,8172,NOERROR,qr rd ra,<nil>,130.991903ms
2025/05/21 01:14:23,0,49357,google.com.,A,49357,NOERROR,qr rd ra,<nil>,38.111166ms
2025/05/21 01:14:23,0,24128,googleusercontent.com.,A,24128,NOERROR,qr rd ra,<nil>,111.406733ms
2025/05/21 01:14:23,0,42995,facebook.com.,A,42995,NOERROR,qr rd ra,<nil>,24.296283ms
2025/05/21 01:14:23,0,7822,instagram.com.,A,7822,NOERROR,qr rd ra,<nil>,30.095799ms
2025/05/21 01:14:23,0,5904,wikipedia.org.,A,5904,NOERROR,qr rd ra,<nil>,113.167581ms
2025/05/21 01:14:23,0,28226,x.com.,A,28226,NOERROR,qr rd ra,<nil>,23.49986ms
2025/05/21 01:14:23,0,15066,amazon.com.,A,15066,NOERROR,qr rd ra,<nil>,95.078649ms
2025/05/21 01:14:23,0,54328,tiktok.com.,A,54328,NOERROR,qr rd ra,<nil>,12.26571ms
2025/05/21 01:14:24,0,5782,whatsapp.com.,A,5782,NOERROR,qr rd ra,<nil>,119.956675ms
2025/05/21 01:14:24,0,9181,yahoo.com.,A,9181,NOERROR,qr rd ra,<nil>,110.095706ms
2025/05/21 01:14:24,0,14169,google.com.,A,14169,NOERROR,qr rd ra,<nil>,21.647382ms
2025/05/21 01:14:24,0,35748,googleusercontent.com.,A,35748,NOERROR,qr rd ra,<nil>,90.056162ms
2025/05/21 01:14:24,0,18375,facebook.com.,A,18375,NOERROR,qr rd ra,<nil>,4.570204ms
2025/05/21 01:14:24,0,63573,instagram.com.,A,63573,NOERROR,qr rd ra,<nil>,4.172419ms
2025/05/21 01:14:24,0,13387,wikipedia.org.,A,13387,NOERROR,qr rd ra,<nil>,92.122431ms
2025/05/21 01:14:24,0,64564,x.com.,A,64564,NOERROR,qr rd ra,<nil>,5.046635ms
2025/05/21 01:14:24,0,44727,amazon.com.,A,44727,NOERROR,qr rd ra,<nil>,96.755131ms
2025/05/21 01:14:24,0,52018,tiktok.com.,A,52018,NOERROR,qr rd ra,<nil>,12.518202ms
2025/05/21 01:14:24,0,53926,whatsapp.com.,A,53926,NOERROR,qr rd ra,<nil>,93.846646ms
2025/05/21 01:14:24,0,38335,yahoo.com.,A,38335,NOERROR,qr rd ra,<nil>,89.895672ms
2025/05/21 01:14:24,0,43604,google.com.,A,43604,NOERROR,qr rd ra,<nil>,3.688777ms
2025/05/21 01:14:24,0,28407,googleusercontent.com.,A,28407,NOERROR,qr rd ra,<nil>,103.204214ms
2025/05/21 01:14:24,0,7645,facebook.com.,A,7645,NOERROR,qr rd ra,<nil>,20.371902ms
2025/05/21 01:14:24,0,14824,instagram.com.,A,14824,NOERROR,qr rd ra,<nil>,16.110116ms
2025/05/21 01:14:24,0,30571,wikipedia.org.,A,30571,NOERROR,qr rd ra,<nil>,126.961055ms
